year,month,month_date,country,visitor_arrivals,is_top10,previous_year_arrivals,visitor_yoy_pct
2008,1,20080101,Australia,82778.0,1,,
2008,2,20080201,Australia,52457.0,1,,
2008,3,20080301,Australia,61681.0,1,,
2008,4,20080401,Australia,63079.0,1,,
2008,5,20080501,Australia,65901.0,1,,
2008,6,20080601,Australia,73802.0,1,,
2008,7,20080701,Australia,79776.0,1,,
2008,8,20080801,Australia,65465.0,1,,
2008,9,20080901,Australia,72816.0,1,,
2008,10,20081001,Australia,75866.0,1,,
2008,11,20081101,Australia,60257.0,1,,
2008,12,20081201,Australia,79278.0,1,,
2009,1,20090101,Australia,80008.0,1,82778.0,-3.35
2009,2,20090201,Australia,51144.0,1,52457.0,-2.5
2009,3,20090301,Australia,54821.0,1,61681.0,-11.12
2009,4,20090401,Australia,65046.0,1,63079.0,3.12
2009,5,20090501,Australia,59136.0,1,65901.0,-10.27
2009,6,20090601,Australia,65796.0,1,73802.0,-10.85
2009,7,20090701,Australia,79439.0,1,79776.0,-0.42
2009,8,20090801,Australia,67152.0,1,65465.0,2.58
2009,9,20090901,Australia,73407.0,1,72816.0,0.81
2009,10,20091001,Australia,81622.0,1,75866.0,7.59
2009,11,20091101,Australia,68570.0,1,60257.0,13.8
2009,12,20091201,Australia,84158.0,1,79278.0,6.16
2010,1,20100101,Australia,89584.0,1,80008.0,11.97
2010,2,20100201,Australia,55364.0,1,51144.0,8.25
2010,3,20100301,Australia,63659.0,1,54821.0,16.12
2010,4,20100401,Australia,70079.0,1,65046.0,7.74
2010,5,20100501,Australia,63517.0,1,59136.0,7.41
2010,6,20100601,Australia,74597.0,1,65796.0,13.38
2010,7,20100701,Australia,87289.0,1,79439.0,9.88
2010,8,20100801,Australia,68222.0,1,67152.0,1.59
2010,9,20100901,Australia,80293.0,1,73407.0,9.38
2010,10,20101001,Australia,77097.0,1,81622.0,-5.54
2010,11,20101101,Australia,64152.0,1,68570.0,-6.44
2010,12,20101201,Australia,86705.0,1,84158.0,3.03
2011,1,20110101,Australia,98023.0,1,89584.0,9.42
2011,2,20110201,Australia,58135.0,1,55364.0,5.01
2011,3,20110301,Australia,65885.0,1,63659.0,3.5
2011,4,20110401,Australia,85297.0,1,70079.0,21.72
2011,5,20110501,Australia,72365.0,1,63517.0,13.93
2011,6,20110601,Australia,84371.0,1,74597.0,13.1
2011,7,20110701,Australia,94690.0,1,87289.0,8.48
2011,8,20110801,Australia,71953.0,1,68222.0,5.47
2011,9,20110901,Australia,86076.0,1,80293.0,7.2
2011,10,20111001,Australia,84509.0,1,77097.0,9.61
2011,11,20111101,Australia,70012.0,1,64152.0,9.13
2011,12,20111201,Australia,84723.0,1,86705.0,-2.29
2012,1,20120101,Australia,94946.0,1,98023.0,-3.14
2012,2,20120201,Australia,63878.0,1,58135.0,9.88
2012,3,20120301,Australia,70960.0,1,65885.0,7.7
2012,4,20120401,Australia,81927.0,1,85297.0,-3.95
2012,5,20120501,Australia,72641.0,1,72365.0,0.38
2012,6,20120601,Australia,92951.0,1,84371.0,10.17
2012,7,20120701,Australia,105570.0,1,94690.0,11.49
2012,8,20120801,Australia,79292.0,1,71953.0,10.2
2012,9,20120901,Australia,100891.0,1,86076.0,17.21
2012,10,20121001,Australia,100138.0,1,84509.0,18.49
2012,11,20121101,Australia,83972.0,1,70012.0,19.94
2012,12,20121201,Australia,103207.0,1,84723.0,21.82
2013,1,20130101,Australia,119592.0,1,94946.0,25.96
2013,2,20130201,Australia,69470.0,1,63878.0,8.75
2013,3,20130301,Australia,87652.0,1,70960.0,23.52
2013,4,20130401,Australia,94285.0,1,81927.0,15.08
2013,5,20130501,Australia,84444.0,1,72641.0,16.25
2013,6,20130601,Australia,91231.0,1,92951.0,-1.85
2013,7,20130701,Australia,112743.0,1,105570.0,6.79
2013,8,20130801,Australia,79221.0,1,79292.0,-0.09
2013,9,20130901,Australia,105179.0,1,100891.0,4.25
2013,10,20131001,Australia,96454.0,1,100138.0,-3.68
2013,11,20131101,Australia,78324.0,1,83972.0,-6.73
2013,12,20131201,Australia,106584.0,1,103207.0,3.27
2014,1,20140101,Australia,126119.0,1,119592.0,5.46
2014,2,20140201,Australia,69119.0,1,69470.0,-0.51
2014,3,20140301,Australia,74578.0,1,87652.0,-14.92
2014,4,20140401,Australia,99811.0,1,94285.0,5.86
2014,5,20140501,Australia,78280.0,1,84444.0,-7.3
2014,6,20140601,Australia,81558.0,1,91231.0,-10.6
2014,7,20140701,Australia,106641.0,1,112743.0,-5.41
2014,8,20140801,Australia,82448.0,1,79221.0,4.07
2014,9,20140901,Australia,97642.0,1,105179.0,-7.17
2014,10,20141001,Australia,87565.0,1,96454.0,-9.22
2014,11,20141101,Australia,73262.0,1,78324.0,-6.46
2014,12,20141201,Australia,97855.0,1,106584.0,-8.19
2015,1,20150101,Australia,115584.0,1,126119.0,-8.35
2015,2,20150201,Australia,65009.0,1,69119.0,-5.95
2015,3,20150301,Australia,70708.0,1,74578.0,-5.19
2015,4,20150401,Australia,83497.0,1,99811.0,-16.34
2015,5,20150501,Australia,73965.0,1,78280.0,-5.51
2015,6,20150601,Australia,82755.0,1,81558.0,1.47
2015,7,20150701,Australia,97583.0,1,106641.0,-8.49
2015,8,20150801,Australia,83063.0,1,82448.0,0.75
2015,9,20150901,Australia,97071.0,1,97642.0,-0.58
2015,10,20151001,Australia,96340.0,1,87565.0,10.02
2015,11,20151101,Australia,76369.0,1,73262.0,4.24
2015,12,20151201,Australia,101624.0,1,97855.0,3.85
2016,1,20160101,Australia,117073.0,1,115584.0,1.29
2016,2,20160201,Australia,61900.0,1,65009.0,-4.78
2016,3,20160301,Australia,78701.0,1,70708.0,11.3
2016,4,20160401,Australia,93320.0,1,83497.0,11.76
2016,5,20160501,Australia,64175.0,1,73965.0,-13.24
2016,6,20160601,Australia,77805.0,1,82755.0,-5.98
2016,7,20160701,Australia,103689.0,1,97583.0,6.26
2016,8,20160801,Australia,78888.0,1,83063.0,-5.03
2016,9,20160901,Australia,92210.0,1,97071.0,-5.01
2016,10,20161001,Australia,85395.0,1,96340.0,-11.36
2016,11,20161101,Australia,73308.0,1,76369.0,-4.01
2016,12,20161201,Australia,100849.0,1,101624.0,-0.76
2017,1,20170101,Australia,115930.0,1,117073.0,-0.98
2017,2,20170201,Australia,71416.0,1,61900.0,15.37
2017,3,20170301,Australia,85040.0,1,78701.0,8.05
2017,4,20170401,Australia,93927.0,1,93320.0,0.65
2017,5,20170501,Australia,71970.0,1,64175.0,12.15
2017,6,20170601,Australia,84840.0,1,77805.0,9.04
2017,7,20170701,Australia,104873.0,1,103689.0,1.14
2017,8,20170801,Australia,75171.0,1,78888.0,-4.71
2017,9,20170901,Australia,100987.0,1,92210.0,9.52
2017,10,20171001,Australia,90940.0,1,85395.0,6.49
2017,11,20171101,Australia,81822.0,1,73308.0,11.61
2017,12,20171201,Australia,105085.0,1,100849.0,4.2
2018,1,20180101,Australia,114846.0,1,115930.0,-0.94
2018,2,20180201,Australia,63229.0,1,71416.0,-11.46
2018,3,20180301,Australia,87152.0,1,85040.0,2.48
2018,4,20180401,Australia,99046.0,1,93927.0,5.45
2018,5,20180501,Australia,78210.0,1,71970.0,8.67
2018,6,20180601,Australia,90665.0,1,84840.0,6.87
2018,7,20180701,Australia,108107.0,1,104873.0,3.08
2018,8,20180801,Australia,83185.0,1,75171.0,10.66
2018,9,20180901,Australia,107933.0,1,100987.0,6.88
2018,10,20181001,Australia,95096.0,1,90940.0,4.57
2018,11,20181101,Australia,74827.0,1,81822.0,-8.55
2018,12,20181201,Australia,104928.0,1,105085.0,-0.15
2019,1,20190101,Australia,122672.0,1,114846.0,6.81
2019,2,20190201,Australia,66199.0,1,63229.0,4.7
2019,3,20190301,Australia,73841.0,1,87152.0,-15.27
2019,4,20190401,Australia,107503.0,1,99046.0,8.54
2019,5,20190501,Australia,80476.0,1,78210.0,2.9
2019,6,20190601,Australia,87793.0,1,90665.0,-3.17
2019,7,20190701,Australia,107383.0,1,108107.0,-0.67
2019,8,20190801,Australia,84023.0,1,83185.0,1.01
2019,9,20190901,Australia,109506.0,1,107933.0,1.46
2019,10,20191001,Australia,97092.0,1,95096.0,2.1
2019,11,20191101,Australia,89052.0,1,74827.0,19.01
2019,12,20191201,Australia,117796.0,1,104928.0,12.26
2023,1,20230101,Australia,102888.0,1,122672.0,-16.13
2023,2,20230201,Australia,72385.0,1,66199.0,9.34
2023,3,20230301,Australia,74268.0,1,73841.0,0.58
2023,4,20230401,Australia,92937.0,1,107503.0,-13.55
2023,5,20230501,Australia,79700.0,1,80476.0,-0.96
2023,6,20230601,Australia,90770.0,1,87793.0,3.39
2023,7,20230701,Australia,98408.0,1,107383.0,-8.36
2023,8,20230801,Australia,80605.0,1,84023.0,-4.07
2023,9,20230901,Australia,104497.0,1,109506.0,-4.57
2023,10,20231001,Australia,88033.0,1,97092.0,-9.33
2023,11,20231101,Australia,88201.0,1,89052.0,-0.96
2023,12,20231201,Australia,112197.0,1,117796.0,-4.75
2024,1,20240101,Australia,124075.0,1,102888.0,20.59
2024,2,20240201,Australia,79370.0,1,72385.0,9.65
2024,3,20240301,Australia,90428.0,1,74268.0,21.76
2024,4,20240401,Australia,96751.0,1,92937.0,4.1
2024,5,20240501,Australia,79688.0,1,79700.0,-0.02
2024,6,20240601,Australia,88548.0,1,90770.0,-2.45
2024,7,20240701,Australia,105706.0,1,98408.0,7.42
2024,8,20240801,Australia,82959.0,1,80605.0,2.92
2024,9,20240901,Australia,110930.0,1,104497.0,6.16
2024,10,20241001,Australia,100935.0,1,88033.0,14.66
2024,11,20241101,Australia,92661.0,1,88201.0,5.06
2024,12,20241201,Australia,122321.0,1,112197.0,9.02
2025,1,20250101,Australia,141337.0,1,124075.0,13.91
2025,2,20250201,Australia,85012.0,1,79370.0,7.11
2025,3,20250301,Australia,81781.0,1,90428.0,-9.56
2025,4,20250401,Australia,116848.0,1,96751.0,20.77
2025,5,20250501,Australia,90145.0,1,79688.0,13.12
2025,6,20250601,Australia,90887.0,1,88548.0,2.64
2025,7,20250701,Australia,121503.0,1,105706.0,14.94
2025,8,20250801,Australia,84925.0,1,82959.0,2.37
2025,9,20250901,Australia,107322.0,1,110930.0,-3.25
2025,10,20251001,Australia,116372.0,1,100935.0,15.29
2025,11,20251101,Australia,103833.0,1,92661.0,12.06
2025,12,20251201,Australia,127495.0,1,122321.0,4.23
2026,1,20260101,Australia,140988.0,1,141337.0,-0.25
2026,2,20260201,Australia,80750.0,1,85012.0,-5.01
2026,3,20260301,Australia,90148.0,1,81781.0,10.23
2026,4,20260401,Australia,115343.0,1,116848.0,-1.29
2026,5,20260501,Australia,83512.0,1,90145.0,-7.36
2026,6,20260601,Australia,95231.0,1,90887.0,4.78
2026,7,20260701,Australia,121491.0,1,121503.0,-0.01
2008,1,20080101,Bangladesh,7252.0,0,,
2008,2,20080201,Bangladesh,6700.0,0,,
2008,3,20080301,Bangladesh,7986.0,0,,
2008,4,20080401,Bangladesh,7718.0,0,,
2008,5,20080501,Bangladesh,8495.0,0,,
2008,6,20080601,Bangladesh,8853.0,0,,
2008,7,20080701,Bangladesh,9581.0,0,,
2008,8,20080801,Bangladesh,8481.0,0,,
2008,9,20080901,Bangladesh,7914.0,0,,
2008,10,20081001,Bangladesh,8167.0,0,,
2008,11,20081101,Bangladesh,7379.0,0,,
2008,12,20081201,Bangladesh,7292.0,0,,
2009,1,20090101,Bangladesh,6209.0,0,7252.0,-14.38
2009,2,20090201,Bangladesh,6299.0,0,6700.0,-5.99
2009,3,20090301,Bangladesh,6699.0,0,7986.0,-16.12
2009,4,20090401,Bangladesh,6521.0,0,7718.0,-15.51
2009,5,20090501,Bangladesh,6427.0,0,8495.0,-24.34
2009,6,20090601,Bangladesh,7387.0,0,8853.0,-16.56
2009,7,20090701,Bangladesh,9521.0,0,9581.0,-0.63
2009,8,20090801,Bangladesh,7442.0,0,8481.0,-12.25
2009,9,20090901,Bangladesh,7105.0,0,7914.0,-10.22
2009,10,20091001,Bangladesh,8291.0,0,8167.0,1.52
2009,11,20091101,Bangladesh,6735.0,0,7379.0,-8.73
2009,12,20091201,Bangladesh,8001.0,0,7292.0,9.72
2010,1,20100101,Bangladesh,7762.0,0,6209.0,25.01
2010,2,20100201,Bangladesh,5726.0,0,6299.0,-9.1
2010,3,20100301,Bangladesh,7747.0,0,6699.0,15.64
2010,4,20100401,Bangladesh,7529.0,0,6521.0,15.46
2010,5,20100501,Bangladesh,7704.0,0,6427.0,19.87
2010,6,20100601,Bangladesh,8524.0,0,7387.0,15.39
2010,7,20100701,Bangladesh,9373.0,0,9521.0,-1.55
2010,8,20100801,Bangladesh,7144.0,0,7442.0,-4.0
2010,9,20100901,Bangladesh,7942.0,0,7105.0,11.78
2010,10,20101001,Bangladesh,7543.0,0,8291.0,-9.02
2010,11,20101101,Bangladesh,7439.0,0,6735.0,10.45
2010,12,20101201,Bangladesh,7879.0,0,8001.0,-1.52
2011,1,20110101,Bangladesh,8228.0,0,7762.0,6.0
2011,2,20110201,Bangladesh,6368.0,0,5726.0,11.21
2011,3,20110301,Bangladesh,8133.0,0,7747.0,4.98
2011,4,20110401,Bangladesh,7707.0,0,7529.0,2.36
2011,5,20110501,Bangladesh,7830.0,0,7704.0,1.64
2011,6,20110601,Bangladesh,7984.0,0,8524.0,-6.34
2011,7,20110701,Bangladesh,9038.0,0,9373.0,-3.57
2011,8,20110801,Bangladesh,7316.0,0,7144.0,2.41
2011,9,20110901,Bangladesh,8866.0,0,7942.0,11.63
2011,10,20111001,Bangladesh,8085.0,0,7543.0,7.19
2011,11,20111101,Bangladesh,7610.0,0,7439.0,2.3
2011,12,20111201,Bangladesh,8366.0,0,7879.0,6.18
2012,1,20120101,Bangladesh,7250.0,0,8228.0,-11.89
2012,2,20120201,Bangladesh,7639.0,0,6368.0,19.96
2012,3,20120301,Bangladesh,8951.0,0,8133.0,10.06
2012,4,20120401,Bangladesh,9279.0,0,7707.0,20.4
2012,5,20120501,Bangladesh,9231.0,0,7830.0,17.89
2012,6,20120601,Bangladesh,9782.0,0,7984.0,22.52
2012,7,20120701,Bangladesh,10330.0,0,9038.0,14.3
2012,8,20120801,Bangladesh,9707.0,0,7316.0,32.68
2012,9,20120901,Bangladesh,10030.0,0,8866.0,13.13
2012,10,20121001,Bangladesh,9456.0,0,8085.0,16.96
2012,11,20121101,Bangladesh,8922.0,0,7610.0,17.24
2012,12,20121201,Bangladesh,10096.0,0,8366.0,20.68
2013,1,20130101,Bangladesh,10584.0,0,7250.0,45.99
2013,2,20130201,Bangladesh,7379.0,0,7639.0,-3.4
2013,3,20130301,Bangladesh,9617.0,0,8951.0,7.44
2013,4,20130401,Bangladesh,9832.0,0,9279.0,5.96
2013,5,20130501,Bangladesh,9611.0,0,9231.0,4.12
2013,6,20130601,Bangladesh,10360.0,0,9782.0,5.91
2013,7,20130701,Bangladesh,11364.0,0,10330.0,10.01
2013,8,20130801,Bangladesh,10463.0,0,9707.0,7.79
2013,9,20130901,Bangladesh,9589.0,0,10030.0,-4.4
2013,10,20131001,Bangladesh,9843.0,0,9456.0,4.09
2013,11,20131101,Bangladesh,9899.0,0,8922.0,10.95
2013,12,20131201,Bangladesh,10783.0,0,10096.0,6.8
2014,1,20140101,Bangladesh,10428.0,0,10584.0,-1.47
2014,2,20140201,Bangladesh,9343.0,0,7379.0,26.62
2014,3,20140301,Bangladesh,10721.0,0,9617.0,11.48
2014,4,20140401,Bangladesh,9817.0,0,9832.0,-0.15
2014,5,20140501,Bangladesh,9853.0,0,9611.0,2.52
2014,6,20140601,Bangladesh,11100.0,0,10360.0,7.14
2014,7,20140701,Bangladesh,10108.0,0,11364.0,-11.05
2014,8,20140801,Bangladesh,11690.0,0,10463.0,11.73
2014,9,20140901,Bangladesh,9486.0,0,9589.0,-1.07
2014,10,20141001,Bangladesh,10722.0,0,9843.0,8.93
2014,11,20141101,Bangladesh,10027.0,0,9899.0,1.29
2014,12,20141201,Bangladesh,11631.0,0,10783.0,7.86
2015,1,20150101,Bangladesh,10923.0,0,10428.0,4.75
2015,2,20150201,Bangladesh,7960.0,0,9343.0,-14.8
2015,3,20150301,Bangladesh,10186.0,0,10721.0,-4.99
2015,4,20150401,Bangladesh,9809.0,0,9817.0,-0.08
2015,5,20150501,Bangladesh,10447.0,0,9853.0,6.03
2015,6,20150601,Bangladesh,9737.0,0,11100.0,-12.28
2015,7,20150701,Bangladesh,11793.0,0,10108.0,16.67
2015,8,20150801,Bangladesh,10353.0,0,11690.0,-11.44
2015,9,20150901,Bangladesh,10159.0,0,9486.0,7.09
2015,10,20151001,Bangladesh,10394.0,0,10722.0,-3.06
2015,11,20151101,Bangladesh,9272.0,0,10027.0,-7.53
2015,12,20151201,Bangladesh,11554.0,0,11631.0,-0.66
2016,1,20160101,Bangladesh,11151.0,0,10923.0,2.09
2016,2,20160201,Bangladesh,8445.0,0,7960.0,6.09
2016,3,20160301,Bangladesh,10845.0,0,10186.0,6.47
2016,4,20160401,Bangladesh,10303.0,0,9809.0,5.04
2016,5,20160501,Bangladesh,10700.0,0,10447.0,2.42
2016,6,20160601,Bangladesh,8949.0,0,9737.0,-8.09
2016,7,20160701,Bangladesh,12303.0,0,11793.0,4.32
2016,8,20160801,Bangladesh,9694.0,0,10353.0,-6.37
2016,9,20160901,Bangladesh,10081.0,0,10159.0,-0.77
2016,10,20161001,Bangladesh,10078.0,0,10394.0,-3.04
2016,11,20161101,Bangladesh,9830.0,0,9272.0,6.02
2016,12,20161201,Bangladesh,10960.0,0,11554.0,-5.14
2017,1,20170101,Bangladesh,9712.0,0,11151.0,-12.9
2017,2,20170201,Bangladesh,8788.0,0,8445.0,4.06
2017,3,20170301,Bangladesh,10218.0,0,10845.0,-5.78
2017,4,20170401,Bangladesh,8949.0,0,10303.0,-13.14
2017,5,20170501,Bangladesh,9548.0,0,10700.0,-10.77
2017,6,20170601,Bangladesh,9972.0,0,8949.0,11.43
2017,7,20170701,Bangladesh,11416.0,0,12303.0,-7.21
2017,8,20170801,Bangladesh,9652.0,0,9694.0,-0.43
2017,9,20170901,Bangladesh,11277.0,0,10081.0,11.86
2017,10,20171001,Bangladesh,9555.0,0,10078.0,-5.19
2017,11,20171101,Bangladesh,9023.0,0,9830.0,-8.21
2017,12,20171201,Bangladesh,12479.0,0,10960.0,13.86
2018,1,20180101,Bangladesh,11716.0,0,9712.0,20.63
2018,2,20180201,Bangladesh,9397.0,0,8788.0,6.93
2018,3,20180301,Bangladesh,11243.0,0,10218.0,10.03
2018,4,20180401,Bangladesh,10084.0,0,8949.0,12.68
2018,5,20180501,Bangladesh,9341.0,0,9548.0,-2.17
2018,6,20180601,Bangladesh,11161.0,0,9972.0,11.92
2018,7,20180701,Bangladesh,10784.0,0,11416.0,-5.54
2018,8,20180801,Bangladesh,11010.0,0,9652.0,14.07
2018,9,20180901,Bangladesh,10074.0,0,11277.0,-10.67
2018,10,20181001,Bangladesh,11206.0,0,9555.0,17.28
2018,11,20181101,Bangladesh,9001.0,0,9023.0,-0.24
2018,12,20181201,Bangladesh,11297.0,0,12479.0,-9.47
2019,1,20190101,Bangladesh,9960.0,0,11716.0,-14.99
2019,2,20190201,Bangladesh,9321.0,0,9397.0,-0.81
2019,3,20190301,Bangladesh,10894.0,0,11243.0,-3.1
2019,4,20190401,Bangladesh,11091.0,0,10084.0,9.99
2019,5,20190501,Bangladesh,9595.0,0,9341.0,2.72
2019,6,20190601,Bangladesh,13393.0,0,11161.0,20.0
2019,7,20190701,Bangladesh,12564.0,0,10784.0,16.51
2019,8,20190801,Bangladesh,11808.0,0,11010.0,7.25
2019,9,20190901,Bangladesh,10698.0,0,10074.0,6.19
2019,10,20191001,Bangladesh,12810.0,0,11206.0,14.31
2019,11,20191101,Bangladesh,11040.0,0,9001.0,22.65
2019,12,20191201,Bangladesh,13812.0,0,11297.0,22.26
2023,1,20230101,Bangladesh,8789.0,0,9960.0,-11.76
2023,2,20230201,Bangladesh,8006.0,0,9321.0,-14.11
2023,3,20230301,Bangladesh,9711.0,0,10894.0,-10.86
2023,4,20230401,Bangladesh,9824.0,0,11091.0,-11.42
2023,5,20230501,Bangladesh,9529.0,0,9595.0,-0.69
2023,6,20230601,Bangladesh,9685.0,0,13393.0,-27.69
2023,7,20230701,Bangladesh,11100.0,0,12564.0,-11.65
2023,8,20230801,Bangladesh,11124.0,0,11808.0,-5.79
2023,9,20230901,Bangladesh,10240.0,0,10698.0,-4.28
2023,10,20231001,Bangladesh,10721.0,0,12810.0,-16.31
2023,11,20231101,Bangladesh,10118.0,0,11040.0,-8.35
2023,12,20231201,Bangladesh,11743.0,0,13812.0,-14.98
2024,1,20240101,Bangladesh,10333.0,0,8789.0,17.57
2024,2,20240201,Bangladesh,8792.0,0,8006.0,9.82
2024,3,20240301,Bangladesh,8616.0,0,9711.0,-11.28
2024,4,20240401,Bangladesh,11706.0,0,9824.0,19.16
2024,5,20240501,Bangladesh,10960.0,0,9529.0,15.02
2024,6,20240601,Bangladesh,12587.0,0,9685.0,29.96
2024,7,20240701,Bangladesh,12234.0,0,11100.0,10.22
2024,8,20240801,Bangladesh,11027.0,0,11124.0,-0.87
2024,9,20240901,Bangladesh,11473.0,0,10240.0,12.04
2024,10,20241001,Bangladesh,12938.0,0,10721.0,20.68
2024,11,20241101,Bangladesh,11092.0,0,10118.0,9.63
2024,12,20241201,Bangladesh,13441.0,0,11743.0,14.46
2025,1,20250101,Bangladesh,12532.0,0,10333.0,21.28
2025,2,20250201,Bangladesh,10851.0,0,8792.0,23.42
2025,3,20250301,Bangladesh,11219.0,0,8616.0,30.21
2025,4,20250401,Bangladesh,13591.0,0,11706.0,16.1
2025,5,20250501,Bangladesh,12456.0,0,10960.0,13.65
2025,6,20250601,Bangladesh,14023.0,0,12587.0,11.41
2025,7,20250701,Bangladesh,13576.0,0,12234.0,10.97
2025,8,20250801,Bangladesh,13833.0,0,11027.0,25.45
2025,9,20250901,Bangladesh,14045.0,0,11473.0,22.42
2025,10,20251001,Bangladesh,14389.0,0,12938.0,11.22
2025,11,20251101,Bangladesh,12430.0,0,11092.0,12.06
2025,12,20251201,Bangladesh,14014.0,0,13441.0,4.26
2026,1,20260101,Bangladesh,12249.0,0,12532.0,-2.26
2026,2,20260201,Bangladesh,8958.0,0,10851.0,-17.45
2026,3,20260301,Bangladesh,12120.0,0,11219.0,8.03
2026,4,20260401,Bangladesh,12205.0,0,13591.0,-10.2
2026,5,20260501,Bangladesh,11172.0,0,12456.0,-10.31
2026,6,20260601,Bangladesh,10299.0,0,14023.0,-26.56
2026,7,20260701,Bangladesh,13051.0,0,13576.0,-3.87
2008,1,20080101,Belgium and Luxembourg,1574.0,0,,
2008,2,20080201,Belgium and Luxembourg,1672.0,0,,
2008,3,20080301,Belgium and Luxembourg,2152.0,0,,
2008,4,20080401,Belgium and Luxembourg,1598.0,0,,
2008,5,20080501,Belgium and Luxembourg,1449.0,0,,
2008,6,20080601,Belgium and Luxembourg,1409.0,0,,
2008,7,20080701,Belgium and Luxembourg,2243.0,0,,
2008,8,20080801,Belgium and Luxembourg,2108.0,0,,
2008,9,20080901,Belgium and Luxembourg,1440.0,0,,
2008,10,20081001,Belgium and Luxembourg,1563.0,0,,
2008,11,20081101,Belgium and Luxembourg,2033.0,0,,
2008,12,20081201,Belgium and Luxembourg,1859.0,0,,
2009,1,20090101,Belgium and Luxembourg,1472.0,0,1574.0,-6.48
2009,2,20090201,Belgium and Luxembourg,1447.0,0,1672.0,-13.46
2009,3,20090301,Belgium and Luxembourg,1868.0,0,2152.0,-13.2
2009,4,20090401,Belgium and Luxembourg,1946.0,0,1598.0,21.78
2009,5,20090501,Belgium and Luxembourg,1316.0,0,1449.0,-9.18
2009,6,20090601,Belgium and Luxembourg,1447.0,0,1409.0,2.7
2009,7,20090701,Belgium and Luxembourg,2387.0,0,2243.0,6.42
2009,8,20090801,Belgium and Luxembourg,2254.0,0,2108.0,6.93
2009,9,20090901,Belgium and Luxembourg,1707.0,0,1440.0,18.54
2009,10,20091001,Belgium and Luxembourg,1806.0,0,1563.0,15.55
2009,11,20091101,Belgium and Luxembourg,1967.0,0,2033.0,-3.25
2009,12,20091201,Belgium and Luxembourg,1748.0,0,1859.0,-5.97
2010,1,20100101,Belgium and Luxembourg,1954.0,0,1472.0,32.74
2010,2,20100201,Belgium and Luxembourg,1882.0,0,1447.0,30.06
2010,3,20100301,Belgium and Luxembourg,2249.0,0,1868.0,20.4
2010,4,20100401,Belgium and Luxembourg,2089.0,0,1946.0,7.35
2010,5,20100501,Belgium and Luxembourg,1542.0,0,1316.0,17.17
2010,6,20100601,Belgium and Luxembourg,1535.0,0,1447.0,6.08
2010,7,20100701,Belgium and Luxembourg,2625.0,0,2387.0,9.97
2010,8,20100801,Belgium and Luxembourg,2542.0,0,2254.0,12.78
2010,9,20100901,Belgium and Luxembourg,1878.0,0,1707.0,10.02
2010,10,20101001,Belgium and Luxembourg,1977.0,0,1806.0,9.47
2010,11,20101101,Belgium and Luxembourg,2168.0,0,1967.0,10.22
2010,12,20101201,Belgium and Luxembourg,1958.0,0,1748.0,12.01
2011,1,20110101,Belgium and Luxembourg,2059.0,0,1954.0,5.37
2011,2,20110201,Belgium and Luxembourg,1755.0,0,1882.0,-6.75
2011,3,20110301,Belgium and Luxembourg,2452.0,0,2249.0,9.03
2011,4,20110401,Belgium and Luxembourg,2198.0,0,2089.0,5.22
2011,5,20110501,Belgium and Luxembourg,1623.0,0,1542.0,5.25
2011,6,20110601,Belgium and Luxembourg,1498.0,0,1535.0,-2.41
2011,7,20110701,Belgium and Luxembourg,2683.0,0,2625.0,2.21
2011,8,20110801,Belgium and Luxembourg,2464.0,0,2542.0,-3.07
2011,9,20110901,Belgium and Luxembourg,1819.0,0,1878.0,-3.14
2011,10,20111001,Belgium and Luxembourg,2222.0,0,1977.0,12.39
2011,11,20111101,Belgium and Luxembourg,2181.0,0,2168.0,0.6
2011,12,20111201,Belgium and Luxembourg,2025.0,0,1958.0,3.42
2012,1,20120101,Belgium and Luxembourg,2153.0,0,2059.0,4.57
2012,2,20120201,Belgium and Luxembourg,2392.0,0,1755.0,36.3
2012,3,20120301,Belgium and Luxembourg,2610.0,0,2452.0,6.44
2012,4,20120401,Belgium and Luxembourg,2637.0,0,2198.0,19.97
2012,5,20120501,Belgium and Luxembourg,1661.0,0,1623.0,2.34
2012,6,20120601,Belgium and Luxembourg,1669.0,0,1498.0,11.42
2012,7,20120701,Belgium and Luxembourg,2884.0,0,2683.0,7.49
2012,8,20120801,Belgium and Luxembourg,2692.0,0,2464.0,9.25
2012,9,20120901,Belgium and Luxembourg,1970.0,0,1819.0,8.3
2012,10,20121001,Belgium and Luxembourg,2046.0,0,2222.0,-7.92
2012,11,20121101,Belgium and Luxembourg,2188.0,0,2181.0,0.32
2012,12,20121201,Belgium and Luxembourg,1922.0,0,2025.0,-5.09
2013,1,20130101,Belgium and Luxembourg,2185.0,0,2153.0,1.49
2013,2,20130201,Belgium and Luxembourg,1973.0,0,2392.0,-17.52
2013,3,20130301,Belgium and Luxembourg,2712.0,0,2610.0,3.91
2013,4,20130401,Belgium and Luxembourg,2025.0,0,2637.0,-23.21
2013,5,20130501,Belgium and Luxembourg,1850.0,0,1661.0,11.38
2013,6,20130601,Belgium and Luxembourg,1735.0,0,1669.0,3.95
2013,7,20130701,Belgium and Luxembourg,3049.0,0,2884.0,5.72
2013,8,20130801,Belgium and Luxembourg,2838.0,0,2692.0,5.42
2013,9,20130901,Belgium and Luxembourg,2051.0,0,1970.0,4.11
2013,10,20131001,Belgium and Luxembourg,2219.0,0,2046.0,8.46
2013,11,20131101,Belgium and Luxembourg,2390.0,0,2188.0,9.23
